fact_id,DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
38,20160726,90,77,172,2,945,44.34967197,88.31901126,812.3313168
39,20201030,174,32,180,3,217,25.02892845,21.09052232,170.8805492
40,20221210,108,19,124,9,610,61.45638604,58.28206551,490.2615484
41,20190427,184,33,113,18,869,70.48640393,91.07347273,707.4401233
42,20221014,93,41,120,15,194,26.10166516,24.26190988,143.636425
43,20201008,244,23,123,16,830,55.98687702,91.88412608,682.1289969
44,20151222,3,75,203,14,321,10.39619228,17.28021258,293.3235951
45,20140921,228,16,11,19,606,18.34647646,40.88293464,546.7705889
46,20220723,168,58,169,4,982,104.1702034,94.883299,782.9464976
47,20240102,37,89,61,5,243,34.16408788,15.82232643,193.0135857
48,20190112,113,59,103,14,491,64.05749635,46.29110973,380.6513939
49,20220904,205,23,214,20,240,22.85933687,14.6507093,202.4899538
50,20240707,59,16,54,19,806,68.14585794,83.04593602,654.808206
51,20160906,133,97,154,2,812,74.80753214,53.20684714,683.9856207
52,20220505,136,35,12,7,103,6.165321509,14.02428322,82.81039527
53,20141114,233,97,89,2,624,52.11489622,41.63680357,530.2483002
54,20150112,66,45,48,7,551,29.9120367,49.34579208,471.7421712
55,20171222,162,31,163,10,642,93.51874137,34.34876389,514.1324947
56,20231229,96,65,130,6,181,26.89845677,20.5129396,133.5886036
57,20200216,202,23,6,14,376,21.44275533,40.88042668,313.676818
58,20211121,196,97,61,3,967,69.50136599,138.8152399,758.6833941
59,20220813,204,21,61,1,252,22.6352951,37.13044412,192.2342608
60,20200210,240,93,108,17,402,49.65559617,23.01296463,329.3314392
61,20200517,53,10,33,8,303,10.44418776,17.70992131,274.8458909
62,20140814,120,41,41,14,331,45.24917168,20.08576738,265.6650609
63,20191122,146,48,137,8,853,70.63980599,101.7511476,680.6090464
64,20150129,68,23,54,7,1000,105.7028567,114.5886737,779.7084696
65,20181015,232,70,59,9,411,14.58223861,54.59062222,341.8271392
66,20150820,123,100,193,6,730,85.81821169,75.52578811,568.6560002
67,20170920,46,7,10,9,576,80.21621181,62.47505598,433.3087322
68,20210827,65,31,169,18,456,39.69475459,29.42081796,386.8844274
69,20180111,65,64,119,1,611,63.45129309,40.2717523,507.2769546
70,20240417,92,29,108,10,636,56.36314842,45.48616432,534.1506873
71,20221001,5,57,12,19,176,16.96053825,15.30288147,143.7365803
72,20230124,189,100,53,4,924,104.8906688,89.28705151,729.8222797
73,20170501,240,79,183,15,897,88.60285796,108.7051674,699.6919747
74,20240117,64,38,151,6,816,98.98355865,83.08858353,633.9278578
75,20160622,26,25,49,11,808,77.54605851,71.69649713,658.7574444
76,20221017,212,86,116,8,797,109.8583389,60.1848009,626.9568602
77,20141116,209,40,209,18,779,95.39016111,79.94103011,603.6688088
78,20150203,245,47,215,13,767,18.84397264,78.53472488,669.6213025
79,20180318,138,73,112,10,268,34.40572756,27.28559627,206.3086762
80,20160927,238,6,38,4,586,20.0530569,65.09333614,500.853607
81,20150911,79,10,113,12,156,10.66037101,10.44331523,134.8963138
82,20160615,197,4,78,7,151,13.43429796,11.20697991,126.3587221
83,20220330,112,93,19,19,790,93.69261148,102.8736981,593.4336904
84,20200318,80,58,200,4,170,10.76960134,18.3117063,140.9186924
85,20220926,85,74,72,14,636,71.34752545,75.1775506,489.474924
86,20191125,129,61,43,14,862,61.64746331,116.4209238,683.9316129
87,20140612,247,74,23,2,852,18.57119733,57.13436062,776.294442
88,20240413,174,33,12,20,654,20.26194696,61.37587548,572.3621776
89,20141025,201,38,46,12,260,26.95786735,14.8946843,218.1474484
90,20170415,36,12,154,11,545,15.23980677,40.94134329,488.8188499
91,20160508,28,49,160,11,291,21.55815942,24.74904438,244.6927962
92,20210511,82,93,145,10,165,5.110975309,23.50711122,136.3819135
93,20201001,197,81,181,15,974,76.45262775,105.5060929,792.0412794
94,20240517,231,89,187,17,350,29.71042346,35.3559233,284.9336532
95,20140901,230,67,8,8,548,45.46423822,66.32583975,436.209922
96,20161127,233,89,144,13,198,7.03918512,15.41907954,175.5417353
97,20200426,77,40,5,12,447,21.96519087,26.53309314,398.501716
98,20150625,211,15,38,2,221,8.282100985,23.70374562,189.0141534
99,20161230,135,12,56,17,508,58.17213645,70.33791284,379.4899507
100,20221127,177,21,124,2,628,37.42625858,46.19073689,544.3830045
101,20211127,24,54,146,11,469,33.95381016,50.88295729,384.1632325
102,20161219,147,47,208,5,727,74.22285015,105.3534589,547.423691
103,20210424,249,37,67,4,333,39.85998438,27.98165153,265.1583641
104,20240523,173,27,76,5,367,22.02639595,48.02402986,296.9495742
105,20160809,186,30,51,5,915,119.1310791,64.60117138,731.2677495
106,20180131,157,27,180,3,292,26.38878051,23.22232555,242.3888939
107,20210101,133,52,174,1,547,44.94066036,73.48310472,428.5762349
108,20171213,157,52,28,20,374,32.95974059,22.62467653,318.4155829
109,20180518,122,38,23,9,697,60.54114926,43.0505186,593.4083321
110,20151220,17,70,102,15,702,25.11976133,76.03898306,600.8412556
111,20161209,17,47,11,15,967,76.20875723,116.073603,774.7176398
112,20151211,23,92,128,2,634,16.95167919,48.46764708,568.5806737
113,20210717,92,6,33,7,683,101.3159137,47.91332997,533.7707564
114,20220215,176,12,74,20,249,36.11091622,28.34478954,184.5442942
115,20140428,111,28,29,1,159,16.75859916,22.41096467,119.8304362
116,20230822,34,57,204,2,815,42.03328553,109.7957487,663.1709658
117,20240411,136,73,40,5,298,26.75165115,26.39689921,244.8514496
118,20190717,148,31,171,7,458,25.99313854,45.04951822,386.9573432
119,20220408,238,71,14,19,919,84.31630202,123.0888084,711.5948896
120,20140220,228,78,35,13,335,35.16878774,27.61450049,272.2167118
121,20150517,133,9,111,17,568,13.43773226,62.58457281,491.9776949
122,20140907,246,100,28,6,816,87.04420636,62.69725873,666.2585349
123,20210103,202,75,93,10,331,15.04129847,18.46859156,297.49011
124,20160328,81,62,8,18,291,17.43459561,39.11869412,234.4467103
125,20170810,134,10,116,18,334,22.57522512,37.34559534,274.0791795
126,20140819,184,49,109,8,268,36.64804858,36.28088441,195.071067
127,20240616,46,82,73,20,108,11.20948807,6.739156008,90.05135592
128,20170514,27,84,22,18,918,70.75697863,115.3037528,731.9392686
129,20220115,197,19,45,19,494,50.43978316,30.35505808,413.2051588
130,20231004,145,8,144,7,585,79.07700809,74.022616,431.9003759
131,20140528,197,79,108,8,376,44.71192746,38.33382127,292.9542513
132,20231225,244,24,202,3,409,32.07730858,53.95336137,322.9693301
133,20150215,106,90,85,2,605,57.48306967,88.28585234,459.231078
134,20170524,154,42,89,10,828,63.3509073,107.7904026,656.8586901
135,20240409,19,70,58,14,764,72.28373409,38.32628325,653.3899827
136,20180502,49,4,150,18,725,29.983587,92.46640984,602.5500032
137,20190202,95,26,11,12,625,32.41458188,46.09984012,546.485578
138,20231206,53,42,188,18,686,80.34404809,36.9689271,568.6870248
139,20181231,30,67,119,12,584,25.21308702,51.44205678,507.3448562
140,20211119,161,74,216,20,185,20.54844217,10.45400803,153.9975498
141,20170115,248,29,138,10,498,48.7949305,31.24979992,417.9552696
142,20191031,196,14,142,5,804,69.02678142,111.2062844,623.7669342
143,20190616,119,1,110,14,628,55.95424707,67.68527146,504.3604815
144,20160107,241,87,106,15,681,52.98387211,50.53961882,577.4765091
145,20180216,187,62,193,20,862,75.63649852,59.5949826,726.7685189
146,20151005,232,71,200,4,546,53.28871197,39.46966406,453.241624
147,20180805,152,2,154,11,979,21.02274026,87.55869092,870.4185688
148,20230928,177,16,160,20,129,9.290528746,6.96891727,112.740554
149,20160131,212,57,174,6,771,19.73243351,72.90155364,678.3660128
150,20210811,50,23,14,5,996,115.7668248,142.712368,737.5208072
151,20210913,97,14,13,18,258,25.19528239,22.37766738,210.4270502
152,20180411,171,89,52,19,856,21.57392298,103.1331789,731.2928981
153,20210724,43,41,52,1,154,13.50866987,22.32799749,118.1633326
154,20140606,138,45,109,1,524,44.50259225,63.22800026,416.2694075
155,20230720,186,84,5,19,284,23.36222156,27.70049532,232.9372831
156,20240416,159,21,132,10,536,13.44565181,70.37267299,452.1816752
157,20230215,129,58,2,15,917,43.57039561,48.28468462,825.1449198
158,20230317,121,31,24,20,300,25.08797771,24.97039584,249.9416264
159,20160424,132,23,150,12,390,55.7737673,46.14806937,288.0781633
160,20170320,233,51,141,6,501,68.37755493,50.26141068,382.3610344
161,20140803,226,78,198,8,320,8.127531463,28.73216187,283.1403067
162,20190417,84,82,170,15,787,58.82261236,106.6018041,621.5755836
163,20140429,65,43,63,8,531,11.84795612,40.29782457,478.8542193
164,20190224,67,17,100,6,256,33.92435113,31.42866043,190.6469884
165,20190718,236,86,117,2,738,19.44157629,60.11502197,658.4434017
166,20200421,180,53,196,5,819,90.87999355,75.28178249,652.838224
167,20160708,105,21,76,5,266,37.91555355,38.72249083,189.3619556
168,20151005,196,43,99,12,304,6.3754673,25.66578002,271.9587527
169,20221030,148,14,11,18,211,24.81174283,17.25764199,168.9306152
170,20210525,243,54,208,10,122,6.367367457,17.63679895,97.99583359
171,20150530,52,89,65,13,308,36.98545806,45.74848655,225.2660554
172,20191108,150,3,152,12,719,14.53981898,104.7597375,599.7004436
173,20200722,221,94,135,4,871,77.2327894,73.82383952,719.9433711
174,20140808,165,40,172,13,932,75.47439169,62.77511767,793.7504906
175,20150103,23,7,44,11,237,9.360869151,20.32961129,207.3095196
176,20190208,78,11,206,1,156,6.181698378,17.88913452,131.9291671
177,20140519,64,15,54,19,822,62.89645446,85.77604357,673.327502
178,20200206,102,26,43,13,539,27.97758424,48.42782302,462.5945927
179,20170811,76,34,64,3,254,17.29011272,29.36848791,207.3413994
180,20180511,76,29,153,1,710,79.27571141,103.8787399,526.8455487
181,20230106,49,84,122,15,637,32.29807278,77.6334594,527.0684678
182,20180419,4,96,99,14,434,11.44134221,41.16668668,381.3919711
183,20221205,209,57,63,12,110,9.740092895,6.313665629,93.94624148
184,20170107,247,1,92,6,666,75.52969628,39.30236185,551.1679419
185,20191029,235,86,136,15,286,25.93655368,36.54051579,223.5229305
186,20210916,137,36,25,20,156,12.19661978,22.18843254,121.6149477
187,20220216,162,36,32,20,300,44.80104136,16.88383147,238.3151272
188,20210302,203,83,119,9,976,36.28297639,57.09125807,882.6257655
189,20210817,101,37,12,12,369,46.53890764,32.46765256,289.9934398
190,20220514,1,84,95,15,676,59.23095811,73.12968628,543.6393556
191,20160812,46,95,104,15,704,28.43012908,96.65098004,578.9188909
192,20230528,243,46,189,9,997,28.87180829,133.4745107,834.653681
193,20240223,27,34,127,7,673,79.70401698,61.16734555,532.1286375
194,20230323,157,6,142,18,343,11.90600083,24.33217201,306.7618272
195,20200606,193,39,136,3,742,95.35806367,44.42454149,602.2173948
196,20240426,120,77,71,20,394,8.600138982,35.2216748,350.1781862
197,20200730,199,87,174,3,638,81.8767948,49.63011353,506.4930917
198,20240602,100,75,99,3,267,22.1609746,30.2749179,214.5641075
199,20190110,229,4,68,2,359,26.97268872,51.35519889,280.6721124
200,20140416,94,30,188,15,164,5.992356665,20.7203054,137.2873379
201,20240210,210,16,148,8,938,56.18075315,58.90712327,822.9121236
202,20240224,110,33,208,8,786,98.77874953,47.22382615,639.9974243
203,20191020,240,1,108,13,169,24.385002,18.32068796,126.29431
204,20221127,225,53,166,14,170,16.59486317,10.79997867,142.6051582
205,20150620,164,15,200,13,313,36.67163502,24.71286557,251.6154994
206,20230901,123,54,38,14,329,17.56072033,47.71785332,263.7214264
207,20170819,234,15,118,6,701,69.55294075,75.39994419,556.0471151
208,20210910,241,63,4,20,528,48.80308454,53.62148687,425.5754286
209,20190119,231,87,45,7,579,28.39374172,81.36538776,469.2408705
210,20160117,195,41,60,9,982,63.059804,97.06538483,821.8748112
211,20160919,145,87,60,4,733,54.59706174,57.83475535,620.5681829
212,20170205,46,42,65,3,472,14.7782573,45.1981504,412.0235923
213,20140906,209,59,108,5,150,11.55288845,10.83363417,127.6134774
214,20230305,54,69,136,10,739,76.61369272,51.11973351,611.2665738
215,20150606,65,47,101,5,198,7.040647191,21.84331928,169.1160335
216,20180709,55,23,209,18,232,10.06703968,12.67604078,209.2569195
217,20141026,185,23,64,2,608,89.11502896,42.01927345,476.8656976
218,20190802,60,83,166,17,761,63.1952078,62.71090542,635.0938868
219,20230204,8,97,126,4,523,16.17019226,32.08193978,474.747868
220,20190411,199,42,212,8,819,42.72120847,41.18805762,735.0907339
221,20140514,191,4,178,12,513,12.58158381,57.51568958,442.9027266
222,20221116,12,59,43,6,478,20.29343044,52.65239866,405.0541709
223,20161008,157,48,83,1,211,21.38433753,24.83343753,164.7822249
224,20180113,177,5,107,7,279,6.121186603,30.38094621,242.4978672
225,20220624,121,41,93,4,954,123.4801158,96.94864757,733.5712366
226,20180914,8,39,180,8,749,36.21103965,39.30282263,673.4861377
227,20160922,240,71,105,12,776,27.12760107,99.13312176,649.7392772
228,20160611,117,72,191,3,353,14.63054975,28.81647784,309.5529724
229,20210823,171,11,1,10,978,99.60900313,121.8768472,756.5141497
230,20141028,16,51,192,17,446,33.81628488,52.43629201,359.7474231
231,20150924,161,57,190,7,783,101.0323501,113.6886426,568.2790073
232,20200525,65,44,188,15,631,82.05777036,70.03033037,478.9118993
233,20220705,29,55,200,12,582,78.22058799,43.24324092,460.5361711
234,20161210,174,1,52,8,617,65.16053536,36.27670167,515.562763
235,20140625,119,18,30,15,426,44.62710635,54.27253779,327.1003559
236,20220802,21,34,200,10,802,38.38469181,64.61861958,698.9966886
237,20240607,82,24,192,14,783,89.23707352,70.16540393,623.5975225
238,20151009,108,75,184,15,725,73.12053844,39.43335592,612.4461056
239,20150113,159,33,33,14,281,7.689586159,32.7466559,240.5637579
240,20210804,246,4,104,13,676,29.0565518,75.25157462,571.6918736
241,20220511,24,36,58,9,895,92.38505324,52.73459726,749.8803495
242,20160304,235,9,105,16,521,11.26916925,45.34032654,464.3905042
243,20200813,14,31,23,11,517,52.28050339,53.2536837,411.4658129
244,20220114,201,100,80,14,728,99.99624722,89.66404045,538.3397123
245,20161007,37,98,131,19,909,80.41565706,74.89812482,753.6862181
246,20190425,173,21,101,2,966,21.34833946,141.9223074,802.7293531
247,20210423,36,68,182,18,794,98.62879357,84.64207252,610.7291339
248,20170711,218,22,140,6,945,52.55180911,91.71036364,800.7378272
249,20230618,139,3,148,7,197,7.943834865,11.39391148,177.6622537
250,20150621,66,25,166,5,873,64.88179299,65.50987294,742.6083341
251,20200520,82,28,71,13,324,11.46626527,27.85620994,284.6775248
252,20180130,18,59,45,16,164,6.953938701,12.27125829,144.774803
253,20230317,195,4,117,13,581,44.34618359,31.50460016,505.1492163
254,20180803,72,49,181,12,324,8.37447172,23.61124662,292.0142817
255,20160824,48,61,118,14,991,111.999578,136.1168227,742.8835993
256,20160801,138,2,146,1,600,38.61084886,54.4740701,506.915081
257,20150601,163,100,9,6,578,45.90747906,30.55236091,501.54016
258,20200909,126,32,123,3,552,23.70661927,31.04074367,497.2526371
259,20210221,238,84,7,16,564,18.85480519,31.50424365,513.6409512
260,20140512,159,51,79,17,686,55.56430068,63.08501663,567.3506827
261,20211027,120,89,197,13,658,43.90026753,81.25938125,532.8403512
262,20210909,161,96,189,20,855,78.39452129,54.73511817,721.8703605
263,20190807,115,73,99,20,301,13.06902212,17.59111867,270.3398592
264,20221102,226,81,169,12,155,4.636112606,10.3093835,140.0545039
265,20190716,97,54,200,8,429,24.27685325,46.45166985,358.2714769
266,20201213,117,97,129,6,478,26.55322964,29.51197173,421.9347986
267,20160413,20,28,44,9,950,131.8828431,65.70520991,752.411947
268,20220729,221,57,100,2,732,53.6591572,65.60187967,612.7389631
269,20211213,33,26,131,13,807,89.17716112,83.2749469,634.547892
270,20160918,49,23,108,16,763,34.1468713,67.56270283,661.2904259
271,20160111,22,61,199,5,944,59.40728484,130.7011055,753.8916097
272,20171020,130,90,103,17,334,29.2626041,42.47786688,262.259529
273,20220309,186,35,23,9,311,13.37738697,43.12406968,254.4985433
274,20240102,76,38,37,15,330,36.41036246,22.03164321,271.5579943
275,20220302,30,48,118,8,820,41.96363118,115.6358285,662.4005403
276,20180918,198,15,209,8,210,24.26967055,19.39936062,166.3309688
277,20200824,214,47,65,10,306,28.42012975,35.38764998,242.1922203
278,20221121,3,78,119,3,519,60.5876569,46.74846947,411.6638736
279,20240212,187,100,139,4,552,23.46761804,64.21360256,464.3187794
280,20141031,148,97,167,20,777,45.42796593,80.27796708,651.294067
281,20140725,124,22,9,4,729,16.12059357,77.19589995,635.6835065
282,20170121,164,75,169,4,433,32.53341294,33.39437941,367.0722077
283,20170805,96,16,61,1,919,57.9627766,127.4340628,733.6031606
284,20190904,119,85,21,13,536,11.92919795,49.67438865,474.3964134
285,20240321,209,88,185,3,183,22.22960261,10.52889929,150.2414981
286,20240509,130,75,22,12,959,32.20779094,114.7258782,812.0663308
287,20230801,248,69,81,2,597,46.71458089,69.68395719,480.6014619
288,20240207,23,41,143,8,190,19.81726814,17.76065274,152.4220791
289,20150507,168,78,140,19,932,112.2361918,67.95174551,751.8120626
290,20191209,198,87,14,12,470,36.4135695,43.71806073,389.8683698
291,20200922,96,18,19,16,616,39.84820487,60.83985408,515.311941
292,20230301,34,38,42,15,245,21.73094308,29.86962274,193.3994342
293,20190610,155,37,28,7,213,30.49739341,24.62566984,157.8769367
294,20170606,103,87,160,4,386,22.71288997,40.0096123,323.2774977
295,20210208,120,5,152,7,288,11.06276304,22.6422847,254.2949523
296,20180828,113,39,216,1,696,25.64868787,96.04412153,574.3071906
297,20230205,133,88,26,11,147,10.78211132,8.143521356,128.0743673
298,20220505,161,26,209,6,738,43.03749883,98.98821906,595.9742821
299,20191011,129,63,41,19,536,63.37742023,61.15478435,411.4677954
300,20170119,217,48,43,1,671,23.28274585,68.3011971,579.416057
301,20140717,35,43,206,11,478,18.99632456,58.34658004,400.6570954
302,20190821,52,14,19,11,361,45.44925354,47.70287983,267.8478666
303,20170115,208,67,40,1,309,44.71667377,35.39297063,228.8903556
304,20150519,183,96,7,20,825,28.73861174,85.94263653,710.3187517
305,20210208,194,51,204,8,607,78.12335692,69.69784542,459.1787977
306,20180211,120,2,208,13,620,31.55016726,44.85294885,543.5968839
307,20170629,58,26,2,7,277,11.64380079,19.8126758,245.5435234
308,20201220,173,40,200,14,212,29.95314165,24.57773443,157.4691239
309,20200226,120,31,27,8,887,63.37631601,72.17012409,751.4535599
310,20210909,197,88,40,13,891,25.0127966,104.3755914,761.611612
311,20240617,43,55,56,16,653,57.69329307,61.19462081,534.1120861
312,20220803,192,96,151,16,609,54.13327127,33.98783429,520.8788944
313,20210704,43,72,43,16,760,94.61810969,110.2945293,555.087361
314,20221117,37,19,64,4,869,74.65072794,101.6212127,692.7280594
315,20220620,189,83,80,10,481,54.797303,65.61953064,360.5831664
316,20180719,239,100,127,12,943,85.84529427,113.8557706,743.2989351
317,20150928,183,3,120,17,677,20.93151442,86.92158826,569.1468973
318,20170101,49,8,193,16,536,77.95532209,59.74750963,398.2971683
319,20220627,158,13,120,16,895,70.56347145,124.2565385,700.17999
320,20191001,53,67,148,13,397,20.17483093,32.00687952,344.8182895
321,20240319,230,17,169,18,520,74.24246043,26.76162441,418.9959152
322,20160117,60,29,19,14,251,7.617141782,18.79538944,224.5874688
323,20180826,95,69,85,6,200,16.08370797,20.78862544,163.1276666
324,20200422,11,64,119,19,137,7.150801937,12.51359343,117.3356046
325,20140114,84,21,32,8,536,34.46569923,39.67716081,461.85714
326,20220906,135,20,12,11,531,12.04402735,68.07661432,450.8793583
327,20141102,10,20,114,9,537,65.49456997,70.05391384,401.4515162
328,20171120,47,70,55,7,633,94.7828998,93.31358681,444.9035134
329,20221221,149,39,136,16,223,26.81265942,23.82622633,172.3611142
330,20240315,169,91,172,16,603,14.66278899,69.76690939,518.5703016
331,20240520,153,35,215,14,368,26.64187844,23.51851887,317.8396027
332,20170119,107,28,84,7,261,20.40709029,22.39922559,218.1936841
333,20151222,45,77,56,11,797,48.94146157,63.01560204,685.0429364
334,20170909,172,17,196,5,229,24.58047275,23.96172525,180.457802
335,20160728,95,13,154,10,621,67.61866179,75.55209965,477.8292386
336,20240119,10,3,28,16,335,17.02811773,35.88636859,282.0855137
337,20181207,192,78,35,11,912,108.8538042,121.8143757,681.3318202
338,20210923,204,49,155,12,878,121.2789916,48.23751987,708.4834885
339,20180120,207,69,217,2,622,53.7712089,81.13065965,487.0981314
340,20220518,41,88,48,11,517,52.15425818,51.95484756,412.8908943
341,20150806,194,8,118,4,630,55.18287773,46.97288885,527.8442334
342,20180103,9,5,70,10,697,61.64246288,101.6740298,533.6835073
343,20200107,121,6,58,12,323,8.014972224,39.18510237,275.7999254
344,20150823,204,8,38,3,494,53.26668039,55.04379067,385.6895289
345,20170921,241,35,2,14,362,12.94042526,44.63730258,304.4222722
346,20221014,230,78,161,10,279,27.39899173,23.67899057,227.9220177
347,20210531,151,68,188,5,660,29.37256991,97.30854484,533.3188852
348,20160119,241,69,141,3,553,31.69243618,35.01397539,486.2935884
349,20150126,148,77,20,11,892,101.0257003,72.08238563,718.8919141
350,20191019,175,48,135,18,484,54.07204345,36.04928149,393.8786751
351,20180212,216,33,190,7,330,8.138804743,20.92523147,300.9359638
352,20200301,40,41,37,5,642,76.83205015,53.40672063,511.7612292
353,20171127,53,67,158,12,922,112.5055664,85.6455158,723.8489178
354,20200608,250,84,175,4,647,60.81706709,59.51924681,526.6636861
355,20200211,161,32,183,19,412,44.85928589,40.31289775,326.8278164
356,20151024,218,42,148,11,895,35.82682594,115.0938208,744.0793532
357,20141129,171,92,38,20,482,19.21521355,38.17567401,424.6091124
358,20201127,53,85,84,8,882,81.75127965,102.8813388,697.3673815
359,20170106,96,45,150,3,636,90.04969754,50.98222916,494.9680733
360,20150607,234,38,179,15,426,57.69039319,44.28759442,324.0220124
361,20230731,72,47,90,18,599,28.75932274,45.4269975,524.8136798
362,20200820,163,22,89,2,749,27.66915585,102.8328569,618.4979873
363,20200330,7,5,125,20,145,16.99932031,10.96770338,117.0329763
364,20170509,58,42,12,8,529,18.2888271,49.25022314,461.4609498
365,20210113,32,76,81,20,270,19.47582505,29.93929297,220.584882
366,20140701,209,2,173,9,858,108.1664633,55.82810423,694.0054325
367,20191202,77,78,157,10,124,11.70648788,7.462318724,104.8311934
368,20180301,122,67,198,15,790,30.9365538,48.85165283,710.2117934
369,20160729,100,34,81,7,990,88.9988807,84.59983672,816.4012826
370,20141122,89,98,139,13,739,51.00379955,39.38893816,648.6072623
371,20160529,135,68,111,10,171,13.83745104,14.81605583,142.3464931
372,20170514,106,36,57,7,401,34.93877879,40.79511255,325.2661087
373,20210427,169,34,75,14,491,72.15249125,72.83020847,346.0173003
374,20170309,212,61,102,14,317,9.076138081,41.04918807,266.8746739
375,20210906,243,97,194,5,128,17.3496841,17.63909736,93.01121854
376,20220820,204,79,27,13,617,55.66164165,32.93120388,528.4071545
377,20230608,110,33,83,9,950,71.7215334,94.79065925,783.4878073
378,20190924,147,76,133,3,585,81.73305765,71.12065229,432.1462901
379,20180810,93,38,72,10,223,7.675701946,16.43232629,198.8919718
380,20170615,9,20,115,20,531,38.9642812,30.73604767,461.2996711
381,20170625,227,3,188,6,899,35.71712321,55.92050674,807.3623701
382,20140302,179,27,101,20,395,51.65719912,43.03141784,300.311383
383,20200227,115,45,84,18,939,123.61505,82.19542585,733.1895241
384,20220628,64,76,101,7,196,9.682010366,25.42576871,160.8922209
385,20220803,155,89,119,5,504,11.72870592,72.39062147,419.8806726
386,20220601,63,66,169,4,688,85.46919612,102.3756733,500.1551306
387,20180316,54,4,150,16,640,58.29116357,57.6357048,524.0731316
388,20211109,176,82,114,1,140,14.14320938,9.673113342,116.1836773
389,20231223,49,81,38,7,956,99.73700491,91.45481666,764.8081784
390,20230824,113,17,188,13,620,66.15950089,84.28971521,469.5507839
391,20200108,198,14,134,10,986,27.92799897,141.4318337,816.6401673
392,20210324,90,18,149,17,897,112.6210056,109.1352086,675.2437858
393,20140107,10,38,193,9,883,25.48951297,83.44153073,774.0689563
394,20190811,155,51,207,17,873,80.21671137,51.20984006,741.5734486
395,20150427,237,4,89,2,811,42.81441977,55.99932423,712.186256
396,20141126,250,56,182,20,784,40.55705135,39.92601165,703.516937
397,20140111,71,52,133,3,607,62.1225154,34.78161792,510.0958667
398,20150204,172,5,119,13,218,20.079269,22.69803377,175.2226972
399,20191121,211,4,103,2,775,26.49665759,116.2062538,632.2970886
400,20211012,158,35,99,5,430,44.29739154,28.14121421,357.5613942
401,20220727,108,8,46,8,729,25.88572792,89.4962418,613.6180303
402,20240324,112,5,128,19,350,37.15399494,33.90074859,278.9452565
403,20151020,195,42,18,2,453,58.24315826,52.73873625,342.0181055
404,20160411,9,87,184,20,785,94.31116036,41.78423326,648.9046064
405,20221222,53,10,210,7,978,104.0442765,54.9044106,819.0513129
406,20230820,5,98,179,18,876,41.6647461,83.39718894,750.938065
407,20150814,46,83,82,6,833,32.32631897,106.4519605,694.2217206
408,20191203,193,37,33,11,960,111.1098212,99.92955417,748.9606247
409,20230406,224,41,56,12,440,11.33802829,25.16928917,403.4926825
